Table 1.10 Civilians Ages Under 5 Years Living in the Community for the United States and States, by Disability Status: 2021
State,Total,"Disability: Count","Disability: % [1]","No Disability: Count","No Disability: % [2]"
MI,44750,17210,38.5
MN,23995,11475,47.8
MS,16619,5171,31.1
MO,32482,11378,35.0
MT,10223,3933,38.5
NE,5213,1894,36.3
NV,18682,6967,37.3
NH,4556,1778,39.0
NJ,19715,9649,48.9
NM,20918,6889,32.9
NY,65533,25472,38.9
NC,51083,17770,34.8
ND,8065,4201,52.1
OH,53992,20388,37.8
OK,67090,24852,37.0
OR,32687,12964,39.7
PA,46763,19622,42.0
RI,6308,2606,41.3
SC,20783,9165,44.1
SD,8760,1386,15.8
TN,33737,12338,36.6
TX,88158,42249,47.9
UT,13262,6971,52.6
VT,3402,1751,51.5
VA,34992,15551,44.4
WA,52998,21736,41.0
WV,9911,2111,21.3
WI,21458,10971,51.1
WY,3034,1200,39.6

Table 3.25  Employment - Hispanic Civilians with Disabilities Ages 18 to 64 Years Living in the Community for the United States and States: 2021
State,Total,"Employed: Count","Employed: % [1]"
US,3493488,1528140,43.7
AL,13100,6574,50.2
AK,5061,3915,77.4
AZ,140853,62962,44.7
AR,10284,5358,52.1
CA,812479,335842,41.3
CO,77428,34958,45.1
CT,47537,21805,45.9
DE,5727,3519,61.4
DC,3916,2200,56.2
FL,309296,126775,41.0
GA,52740,23496,44.6
HI,10543,3406,32.3
ID,15795,9842,62.3
IL,99642,48305,48.5
IN,27533,11334,41.2
IA,14762,9193,62.3
KS,21586,7725,35.8
KY,8241,3765,45.7
LA,13272,6175,46.5
ME,2840,1437,50.6
MD,27442,14467,52.7
MA,61774,21360,34.6
MI,33767,15113,44.8
MN,20481,11446,55.9
MS,5929,3050,51.4
MO,17294,8271,47.8
MT,3645,1619,44.4
NE,12696,7411,58.4
NV,50541,23651,46.8
NH,2479,778,31.4
NJ,97690,44454,45.5
NM,88796,31896,35.9
NY,249291,87746,35.2
NC,48207,21870,45.4
ND,2083,940,45.1
OH,35434,15180,42.8
OK,29543,14701,49.8
OR,38968,21869,56.1
PA,93467,32743,35.0
RI,14018,5805,41.4
SC,15630,7433,47.6
SD,3674,2491,67.8
TN,19555,10098,51.6
TX,668237,308589,46.2
UT,24745,16292,65.8
VT,342,*,*
VA,43249,24824,57.4
WA,60787,29315,48.2
WV,2232,1573,70.5
WI,24076,11518,47.8
WY,4781,3051,63.8

Table 3.26  Employment - Non-Hispanic White Civilians without Disabilities Ages 18 to 64 Years Living in the Community for the United States and States: 2021
State,Total,"Employed: Count","Employed: % [1]"
US,101761594,80042441,78.7
AL,1643722,1249533,76.0
AK,220041,170855,77.6
AZ,1890106,1465738,77.5
AR,1006666,780893,77.6
CA,7291576,5488740,75.3
CO,2163913,1760860,81.4
CT,1237769,982643,79.4
DE,301380,228834,75.9
DC,175458,151167,86.2
FL,5394595,4119818,76.4
GA,2892976,2231740,77.1
HI,143892,107795,74.9
ID,759688,607489,80.0
IL,4046504,3220630,79.6
IN,2745396,2191926,79.8
IA,1388684,1170388,84.3
KS,1105881,907609,82.1
KY,1855383,1417811,76.4
LA,1340157,1020388,76.1
ME,637089,512143,80.4
MD,1601586,1297763,81.0
MA,2659475,2143982,80.6
MI,3893908,3001429,77.1
MN,2368993,2006355,84.7
MS,791248,607545,76.8
MO,2457044,1979509,80.6
MT,476147,380198,79.8
NE,776644,666984,85.9
NV,733287,542636,74.0
NH,670068,550331,82.1
NJ,2631106,2070892,78.7
NM,344622,253601,73.6
NY,5771763,4480705,77.6
NC,3402086,2639709,77.6
ND,339319,287657,84.8
OH,4745017,3795508,80.0
OK,1241407,959991,77.3
OR,1584700,1218968,76.9
PA,5098058,4063093,79.7
RI,416271,333322,80.1
SC,1682832,1288483,76.6
SD,371606,324609,87.4
TN,2626920,2042930,77.8
TX,6202020,4846454,78.1
UT,1354089,1093832,80.8
VT,313110,249954,79.8
VA,2727909,2173843,79.7
WA,2674577,2083194,77.9
WV,784220,559611,71.4
WI,2534851,2112213,83.3
WY,245835,200140,81.4

Table 3.27 Employment - Non-Hispanic Black Civilians without Disabilities Ages 18 to 64 Years Living in the Community for the United States and States: 2021
State,Total,"Employed: Count","Employed: % [1]"
US,20641596,14956626,72.5
AL,651053,464446,71.3
AK,8236,6161,74.8
AZ,165481,128991,77.9
AR,214130,157292,73.5
CA,1106081,764657,69.1
CO,113286,89759,79.2
CT,205805,163205,79.3
DE,110707,85258,77.0
DC,142275,93105,65.4
FL,1719063,1277318,74.3
GA,1779015,1331100,74.8
HI,10367,6210,59.9
ID,8757,7294,83.3
IL,875336,581881,66.5
IN,306616,229408,74.8
IA,63799,44097,69.1
KS,72813,53530,73.5
KY,159994,118195,73.9
LA,698149,454349,65.1
ME,10646,8316,78.1
MD,977981,757688,77.5
MA,249860,192448,77.0
MI,663199,444152,67.0
MN,200668,156268,77.9
MS,516638,348849,67.5
MO,332028,245448,73.9
MT,2751,2344,85.2
NE,48411,35547,73.4
NV,149762,99702,66.6
NH,9907,8298,83.8
NJ,635273,466099,73.4
NM,19659,12575,64.0
NY,1463790,998283,68.2
NC,1109546,822081,74.1
ND,13377,11585,86.6
OH,691433,499896,72.3
OK,137320,101299,73.8
OR,44262,31169,70.4
PA,650212,459766,70.7
RI,25900,18850,72.8
SC,657183,480026,73.0
SD,7363,5881,79.9
TN,569750,424728,74.5
TX,1846803,1368488,74.1
UT,19852,15044,75.8
VT,3997,2961,74.1
VA,815902,629798,77.2
WA,162664,115091,70.8
WV,23924,16290,68.1
WI,167278,118646,70.9
WY,3294,2754,83.6

Table 3.28 Employment - Non-Hispanic Asian Civilians without Disabilities Ages 18 to 64 Years Living in the Community for the United States and States: 2021
State,Total,"Employed: Count","Employed: % [1]"
US,11944740,8896570,74.5
AL,44426,34112,76.8
AK,31220,22556,72.2
AZ,151330,117915,77.9
AR,27838,21402,76.9
CA,3629119,2672145,73.6
CO,117284,92011,78.5
CT,112235,83654,74.5
DE,26522,19986,75.4
DC,21405,17342,81.0
FL,370436,277380,74.9
GA,298615,223999,75.0
HI,283525,222788,78.6
ID,16874,13379,79.3
IL,455905,351746,77.2
IN,107261,75948,70.8
IA,50333,36999,73.5
KS,57948,46074,79.5
KY,41629,30477,73.2
LA,53013,36180,68.2
ME,10307,7300,70.8
MD,255069,193918,76.0
MA,334478,254069,76.0
MI,212953,158488,74.4
MN,177130,144202,81.4
MS,16428,11763,71.6
MO,82437,61599,74.7
MT,5273,3725,70.6
NE,27848,22138,79.5
NV,159615,117029,73.3
NH,25082,18712,74.6
NJ,586425,443706,75.7
NM,18925,13985,73.9
NY,1087027,753645,69.3
NC,209944,155329,74.0
ND,7469,6792,90.9
OH,184633,139221,75.4
OK,59617,44806,75.2
OR,123585,91627,74.1
PA,306882,228137,74.3
RI,22723,16642,73.2
SC,50231,37541,74.7
SD,9838,8394,85.3
TN,75648,55108,72.8
TX,973202,727968,74.8
UT,53327,43226,81.1
VT,8290,6004,72.4
VA,367984,277330,75.4
WA,474703,362886,76.4
WV,8037,5991,74.5
WI,109867,87634,79.8
WY,2845,1562,54.9

Table 3.29 Employment - Non-Hispanic Other Civilians without Disabilities Ages 18 to 64 Years Living in the Community for the United States and States: 2021
State,Total,"Employed: Count","Employed: % [1]"
US,8681331,6440182,74.2
AL,91018,66965,73.6
AK,86829,59663,68.7
AZ,296670,200603,67.6
AR,108404,83245,76.8
CA,1033109,748626,72.5
CO,175446,136397,77.7
CT,91291,70233,76.9
DE,28153,21415,76.1
DC,20158,15772,78.2
FL,486266,359811,74.0
GA,245710,182022,74.1
HI,219603,158761,72.3
ID,53656,38939,72.6
IL,233997,177210,75.7
IN,133868,104192,77.8
IA,60970,49394,81.0
KS,75854,58255,76.8
KY,94710,69840,73.7
LA,89156,62196,69.8
ME,36610,28239,77.1
MD,154931,119161,76.9
MA,244187,186171,76.2
MI,229789,171059,74.4
MN,145142,112693,77.6
MS,55365,39103,70.6
MO,163437,126396,77.3
MT,56751,40504,71.4
NE,43886,36227,82.5
NV,118330,85028,71.9
NH,30943,25769,83.3
NJ,185720,136830,73.7
NM,131212,82929,63.2
NY,502490,366718,73.0
NC,283816,212876,75.0
ND,29824,20844,69.9
OH,254201,193994,76.3
OK,293646,214559,73.1
OR,156342,118100,75.5
PA,250093,193800,77.5
RI,34935,28676,82.1
SC,106716,76181,71.4
SD,49326,27504,55.8
TN,151300,116666,77.1
TX,507075,381574,75.3
UT,96055,74233,77.3
VT,13899,10436,75.1
VA,230496,179258,77.8
WA,331678,244573,73.7
WV,31673,21843,69.0
WI,119505,92340,77.3
WY,17090,12359,72.3

Table 3.30 Employment - Hispanic Civilians without Disabilities Ages 18 to 64 Years Living in the Community for the United States and States: 2021
State,Total,"Employed: Count","Employed: % [1]"
US,34497980,25637772,74.3
AL,117112,84563,72.2
AK,24512,18691,76.3
AZ,1273783,957115,75.1
AR,134873,103082,76.4
CA,8947268,6511782,72.8
CO,704313,537961,76.4
CT,344270,260499,75.7
DE,54008,41899,77.6
DC,45668,37846,82.9
FL,3386045,2627848,77.6
GA,588770,444751,75.5
HI,71913,52317,72.8
ID,132509,105448,79.6
IL,1305770,991100,75.9
IN,271795,204500,75.2
IA,104739,83908,80.1
KS,194861,153978,79.0
KY,90530,68588,75.8
LA,128547,93824,73.0
ME,14559,11915,81.8
MD,382320,295254,77.2
MA,493891,362129,73.3
MI,301792,222489,73.7
MN,173816,139409,80.2
MS,46954,33112,70.5
MO,142991,109553,76.6
MT,24040,17830,74.2
NE,117522,99538,84.7
NV,529277,397477,75.1
NH,34904,26489,75.9
NJ,1138252,845250,74.3
NM,533392,382793,71.8
NY,2157957,1506825,69.8
NC,557215,420399,75.4
ND,18171,12333,67.9
OH,254550,193925,76.2
OK,230391,176697,76.7
OR,323793,249626,77.1
PA,542771,393941,72.6
RI,100670,70632,70.2
SC,175014,129182,73.8
SD,15373,12816,83.4
TN,217824,165157,75.8
TX,6452286,4727687,73.3
UT,265906,209521,78.8
VT,8906,6792,76.3
VA,486764,388265,79.8
WA,555403,430663,77.5
WV,15259,12096,79.3
WI,234030,183751,78.5
WY,30701,24526,79.9

Table 3.31 Employment Gap - Non-Hispanic White Civilians Ages 18 to 64 Years Living in the Community for the United States and States: 2021
State,"Employment Rate (%): Disability","Employment Rate (%): No Disability","Gap (% pts) [1]"
US,41.5,78.7,37.2
AL,34.1,76.0,41.9
AK,44.2,77.6,33.4
AZ,44.4,77.5,33.1
AR,36.0,77.6,41.6
CA,38.9,75.3,36.4
CO,51.7,81.4,29.7
CT,44.9,79.4,34.5
DE,46.5,75.9,29.4
DC,62.4,86.2,23.8
FL,39.4,76.4,37.0
GA,40.2,77.1,36.9
HI,35.8,74.9,39.1
ID,48.4,80.0,31.6
IL,42.7,79.6,36.9
IN,41.3,79.8,38.5
IA,45.6,84.3,38.7
KS,45.7,82.1,36.4
KY,33.1,76.4,43.3
LA,35.9,76.1,40.2
ME,35.4,80.4,45.0
MD,49.1,81.0,31.9
MA,42.7,80.6,37.9
MI,39.1,77.1,38.0
MN,51.6,84.7,33.1
MS,34.8,76.8,42.0
MO,42.5,80.6,38.1
MT,44.5,79.8,35.3
NE,54.8,85.9,31.1
NV,41.7,74.0,32.3
NH,46.7,82.1,35.4
NJ,40.6,78.7,38.1
NM,35.3,73.6,38.3
NY,39.4,77.6,38.2
NC,39.5,77.6,38.1
ND,59.1,84.8,25.7
OH,40.1,80.0,39.9
OK,42.0,77.3,35.3
OR,40.8,76.9,36.1
PA,42.1,79.7,37.6
RI,42.9,80.1,37.2
SC,36.5,76.6,40.1
SD,57.2,87.4,30.2
TN,36.0,77.8,41.8
TX,47.0,78.1,31.1
UT,52.1,80.8,28.7
VT,36.9,79.8,42.9
VA,44.8,79.7,34.9
WA,41.0,77.9,36.9
WV,29.6,71.4,41.8
WI,48.0,83.3,35.3
WY,52.6,81.4,28.8

Table 3.32 Employment Gap - Non-Hispanic Black Civilians Ages 18 to 64 Years Living in the Community for the United States and States: 2021
State,"Employment Rate (%): Disability","Employment Rate (%): No Disability","Gap (% pts) [1]"
US,33.8,72.5,38.7
AL,26.0,71.3,45.3
AK,27.4,74.8,47.4
AZ,43.8,77.9,34.1
AR,30.1,73.5,43.4
CA,31.8,69.1,37.3
CO,48.4,79.2,30.8
CT,38.5,79.3,40.8
DE,35.4,77.0,41.6
DC,32.8,65.4,32.6
FL,35.7,74.3,38.6
GA,36.1,74.8,38.7
HI,33.0,59.9,26.9
ID,25.4,83.3,57.9
IL,32.4,66.5,34.1
IN,30.4,74.8,44.4
IA,35.6,69.1,33.5
KS,30.1,73.5,43.4
KY,30.9,73.9,43.0
LA,30.9,65.1,34.2
ME,60.4,78.1,17.7
MD,39.4,77.5,38.1
MA,43.7,77.0,33.3
MI,28.0,67.0,39.0
MN,45.2,77.9,32.7
MS,30.1,67.5,37.4
MO,35.0,73.9,38.9
MT,15.1,85.2,70.1
NE,22.6,73.4,50.8
NV,31.0,66.6,35.6
NH,91.0,83.8,-7.2
NJ,29.0,73.4,44.4
NM,8.8,64.0,55.2
NY,30.9,68.2,37.3
NC,34.6,74.1,39.5
ND,67.8,86.6,18.8
OH,36.6,72.3,35.7
OK,33.8,73.8,40.0
OR,36.3,70.4,34.1
PA,29.1,70.7,41.6
RI,50.5,72.8,22.3
SC,30.6,73.0,42.4
SD,42.3,79.9,37.6
TN,29.9,74.5,44.6
TX,40.4,74.1,33.7
UT,51.4,75.8,24.4
VT,79.6,74.1,-5.5
VA,37.2,77.2,40.0
WA,35.5,70.8,35.3
WV,28.1,68.1,40.0
WI,30.3,70.9,40.6
WY,*,83.6,*

Table 3.33 Employment Gap - Non-Hispanic Asian Civilians Ages 18 to 64 Years Living in the Community for the United States and States: 2021
State,"Employment Rate (%): Disability","Employment Rate (%): No Disability","Gap (% pts) [1]"
US,45.0,74.5,29.5
AL,53.7,76.8,23.1
AK,71.3,72.2,0.9
AZ,49.1,77.9,28.8
AR,37.3,76.9,39.6
CA,40.4,73.6,33.2
CO,61.9,78.5,16.6
CT,54.8,74.5,19.7
DE,71.4,75.4,4.0
DC,57.0,81.0,24.0
FL,44.7,74.9,30.2
GA,48.8,75.0,26.2
HI,46.7,78.6,31.9
ID,30.4,79.3,48.9
IL,44.8,77.2,32.4
IN,66.2,70.8,4.6
IA,49.8,73.5,23.7
KS,58.0,79.5,21.5
KY,51.4,73.2,21.8
LA,32.0,68.2,36.2
ME,46.0,70.8,24.8
MD,48.5,76.0,27.5
MA,47.9,76.0,28.1
MI,42.0,74.4,32.4
MN,47.4,81.4,34.0
MS,89.6,71.6,-18.0
MO,58.8,74.7,15.9
MT,*,70.6,*
NE,27.2,79.5,52.3
NV,57.4,73.3,15.9
NH,59.9,74.6,14.7
NJ,47.5,75.7,28.2
NM,48.0,73.9,25.9
NY,35.5,69.3,33.8
NC,49.6,74.0,24.4
ND,*,90.9,*
OH,35.8,75.4,39.6
OK,38.9,75.2,36.3
OR,47.9,74.1,26.2
PA,43.0,74.3,31.3
RI,20.6,73.2,52.6
SC,53.1,74.7,21.6
SD,95.0,85.3,-9.7
TN,40.1,72.8,32.7
TX,55.0,74.8,19.8
UT,55.5,81.1,25.6
VT,*,72.4,*
VA,53.3,75.4,22.1
WA,47.6,76.4,28.8
WV,81.8,74.5,-7.3
WI,36.2,79.8,43.6
WY,62.8,54.9,-7.9

Table 3.34 Employment Gap - Non-Hispanic Other Civilians Ages 18 to 64 Years Living in the Community for the United States and States: 2021
State,"Employment Rate (%): Disability","Employment Rate (%): No Disability","Gap (% pts) [1]"
US,40.4,74.2,33.8
AL,37.4,73.6,36.2
AK,40.9,68.7,27.8
AZ,39.3,67.6,28.3
AR,32.0,76.8,44.8
CA,40.0,72.5,32.5
CO,46.9,77.7,30.8
CT,40.8,76.9,36.1
DE,61.9,76.1,14.2
DC,32.1,78.2,46.1
FL,40.1,74.0,33.9
GA,34.3,74.1,39.8
HI,42.9,72.3,29.4
ID,56.9,72.6,15.7
IL,43.8,75.7,31.9
IN,43.6,77.8,34.2
IA,53.3,81.0,27.7
KS,45.4,76.8,31.4
KY,39.0,73.7,34.7
LA,30.8,69.8,39.0
ME,21.3,77.1,55.8
MD,44.5,76.9,32.4
MA,43.8,76.2,32.4
MI,38.5,74.4,35.9
MN,47.8,77.6,29.8
MS,31.1,70.6,39.5
MO,35.0,77.3,42.3
MT,38.5,71.4,32.9
NE,36.3,82.5,46.2
NV,37.3,71.9,34.6
NH,39.0,83.3,44.3
NJ,48.9,73.7,24.8
NM,32.9,63.2,30.3
NY,38.9,73.0,34.1
NC,34.8,75.0,40.2
ND,52.1,69.9,17.8
OH,37.8,76.3,38.5
OK,37.0,73.1,36.1
OR,39.7,75.5,35.8
PA,42.0,77.5,35.5
RI,41.3,82.1,40.8
SC,44.1,71.4,27.3
SD,15.8,55.8,40.0
TN,36.6,77.1,40.5
TX,47.9,75.3,27.4
UT,52.6,77.3,24.7
VT,51.5,75.1,23.6
VA,44.4,77.8,33.4
WA,41.0,73.7,32.7
WV,21.3,69.0,47.7
WI,51.1,77.3,26.2
WY,39.6,72.3,32.7

Table 3.35 Employment Gap - Hispanic Civilians Ages 18 to 64 Years Living in the Community for the United States and States: 2021
State,"Employment Rate (%): Disability","Employment Rate (%): No Disability","Gap (% pts) [1]"
US,43.7,74.3,30.6
AL,50.2,72.2,22.0
AK,77.4,76.3,-1.1
AZ,44.7,75.1,30.4
AR,52.1,76.4,24.3
CA,41.3,72.8,31.5
CO,45.1,76.4,31.3
CT,45.9,75.7,29.8
DE,61.4,77.6,16.2
DC,56.2,82.9,26.7
FL,41.0,77.6,36.6
GA,44.6,75.5,30.9
HI,32.3,72.8,40.5
ID,62.3,79.6,17.3
IL,48.5,75.9,27.4
IN,41.2,75.2,34.0
IA,62.3,80.1,17.8
KS,35.8,79.0,43.2
KY,45.7,75.8,30.1
LA,46.5,73.0,26.5
ME,50.6,81.8,31.2
MD,52.7,77.2,24.5
MA,34.6,73.3,38.7
MI,44.8,73.7,28.9
MN,55.9,80.2,24.3
MS,51.4,70.5,19.1
MO,47.8,76.6,28.8
MT,44.4,74.2,29.8
NE,58.4,84.7,26.3
NV,46.8,75.1,28.3
NH,31.4,75.9,44.5
NJ,45.5,74.3,28.8
NM,35.9,71.8,35.9
NY,35.2,69.8,34.6
NC,45.4,75.4,30.0
ND,45.1,67.9,22.8
OH,42.8,76.2,33.4
OK,49.8,76.7,26.9
OR,56.1,77.1,21.0
PA,35.0,72.6,37.6
RI,41.4,70.2,28.8
SC,47.6,73.8,26.2
SD,67.8,83.4,15.6
TN,51.6,75.8,24.2
TX,46.2,73.3,27.1
UT,65.8,78.8,13.0
VT,*,76.3,*
VA,57.4,79.8,22.4
WA,48.2,77.5,29.3
WV,70.5,79.3,8.8
WI,47.8,78.5,30.7
WY,63.8,79.9,16.1

Table 3.41 Employment - Non-Hispanic White Civilians with Disabilities Ages 65 Years and Over Living in the Community for the United States and States: 2021
State,Total,"Employed: Count","Employed: % [1]"
US,12834915,1131800,8.8
AL,241666,18606,7.7
AK,21889,1960,9.0
AZ,315718,25850,8.2
AR,165922,14295,8.6
CA,981274,80999,8.3
CO,206571,20108,9.7
CT,145125,12444,8.6
DE,42585,3926,9.2
DC,6795,915,13.5
FL,979686,81205,8.3
GA,352688,32561,9.2
HI,20865,2232,10.7
ID,97906,9118,9.3
IL,464825,39991,8.6
IN,314573,30801,9.8
IA,154910,16264,10.5
KS,133792,16416,12.3
KY,265952,19148,7.2
LA,189688,18728,9.9
ME,81067,6218,7.7
MD,170218,17227,10.1
MA,283076,27551,9.7
MI,465962,36390,7.8
MN,236826,19672,8.3
MS,133768,11461,8.6
MO,310290,28271,9.1
MT,64965,7443,11.5
NE,86938,10685,12.3
NV,113932,8768,7.7
NH,65262,6951,10.7
NJ,305194,27483,9.0
NM,71012,7228,10.2
NY,661551,54458,8.2
NC,432323,36371,8.4
ND,34286,4370,12.7
OH,568003,49062,8.6
OK,207155,19800,9.6
OR,221091,16184,7.3
PA,622931,53018,8.5
RI,48032,3589,7.5
SC,223225,17896,8.0
SD,44757,5694,12.7
TN,344453,28290,8.2
TX,751665,81274,10.8
UT,101139,9773,9.7
VT,35622,5052,14.2
VA,305584,28275,9.3
WA,332431,26495,8.0
WV,128680,8403,6.5
WI,250753,20946,8.4
WY,30294,1935,6.4

Table 3.42 Employment - Non-Hispanic Black Civilians with Disabilities Ages 65 Years and Over Living in the Community for the United States and States: 2021
State,Total,"Employed: Count","Employed: % [1]"
US,1800684,149250,8.3
AL,69988,4463,6.4
AK,1102,*,*
AZ,8899,730,8.2
AR,21464,1009,4.7
CA,116516,9763,8.4
CO,7108,758,10.7
CT,12416,1413,11.4
DE,9024,519,5.8
DC,18062,1805,10.0
FL,131090,9104,6.9
GA,136312,10949,8.0
HI,1412,*,*
ID,200,*,*
IL,86207,5575,6.5
IN,25840,1714,6.6
IA,1608,285,17.7
KS,7030,631,9.0
KY,16359,1702,10.4
LA,71349,5221,7.3
ME,910,177,19.5
MD,76373,8367,11.0
MA,17805,1552,8.7
MI,68101,4909,7.2
MN,10319,1903,18.4
MS,52761,3698,7.0
MO,30177,1702,5.6
MT,313,*,*
NE,2902,461,15.9
NV,11935,823,6.9
NH,128,*,*
NJ,49752,3886,7.8
NM,997,40,4.0
NY,134409,10509,7.8
NC,107005,8004,7.5
ND,365,*,*
OH,64951,5794,8.9
OK,12037,796,6.6
OR,2805,253,9.0
PA,63959,5009,7.8
RI,2000,278,13.9
SC,67181,6020,9.0
SD,148,*,*
TN,47114,4956,10.5
TX,137693,15601,11.3
UT,802,306,38.2
VT,258,164,63.6
VA,73457,6698,9.1
WA,9586,842,8.8
WV,3262,377,11.6
WI,9193,484,5.3
WY,*,*,*

Table 3.43 Employment - Non-Hispanic Asian Civilians with Disabilities Ages 65 Years and Over Living in the Community for the United States and States: 2021
State,Total,"Employed: Count","Employed: % [1]"
US,753366,51763,6.9
AL,1118,60,5.4
AK,655,334,51.0
AZ,9181,510,5.6
AR,689,59,8.6
CA,298835,15418,5.2
CO,5136,799,15.6
CT,4821,303,6.3
DE,806,77,9.6
DC,780,*,*
FL,24452,1396,5.7
GA,12538,1469,11.7
HI,46045,3961,8.6
ID,702,87,12.4
IL,28553,1537,5.4
IN,2951,99,3.4
IA,962,*,*
KS,1086,*,*
KY,1498,310,20.7
LA,2954,50,1.7
ME,756,226,29.9
MD,14407,1775,12.3
MA,13487,1106,8.2
MI,8859,476,5.4
MN,9321,1155,12.4
MS,715,174,24.3
MO,2927,18,0.6
MT,54,*,*
NE,1165,*,*
NV,14318,1309,9.1
NH,632,*,*
NJ,27188,2737,10.1
NM,915,78,8.5
NY,70375,3406,4.8
NC,7602,495,6.5
ND,353,321,90.9
OH,5819,341,5.9
OK,2327,213,9.2
OR,6905,337,4.9
PA,16903,1285,7.6
RI,1091,52,4.8
SC,2723,88,3.2
SD,214,*,*
TN,2174,170,7.8
TX,46411,4579,9.9
UT,2229,96,4.3
VT,*,*,*
VA,18889,2350,12.4
WA,27166,1784,6.6
WV,328,*,*
WI,3311,723,21.8
WY,40,*,*

Table 3.44 Employment - Non-Hispanic Other Civilians with Disabilities Ages 65 Years and Over Living in the Community for the United States and States: 2021
State,Total,"Employed: Count","Employed: % [1]"
US,634561,63198,10.0
AL,12604,1661,13.2
AK,7932,782,9.9
AZ,23682,1675,7.1
AR,9409,379,4.0
CA,72155,7182,10.0
CO,7792,1286,16.5
CT,4690,486,10.4
DE,1036,263,25.4
DC,1102,78,7.1
FL,30866,2341,7.6
GA,17078,1627,9.5
HI,17160,1756,10.2
ID,6939,594,8.6
IL,15293,1287,8.4
IN,11223,968,8.6
IA,4466,412,9.2
KS,5076,768,15.1
KY,10321,799,7.7
LA,11796,1373,11.6
ME,4093,346,8.5
MD,9847,1446,14.7
MA,9710,917,9.4
MI,19693,1605,8.2
MN,9047,1225,13.5
MS,5135,361,7.0
MO,15266,1464,9.6
MT,5547,767,13.8
NE,3037,186,6.1
NV,8710,878,10.1
NH,1738,573,33.0
NJ,10624,840,7.9
NM,13337,803,6.0
NY,30671,2863,9.3
NC,22712,3134,13.8
ND,1219,174,14.3
OH,19092,1582,8.3
OK,30691,2664,8.7
OR,13490,874,6.5
PA,11772,1981,16.8
RI,1882,333,17.7
SC,8488,696,8.2
SD,3261,247,7.6
TN,15509,1879,12.1
TX,39866,3754,9.4
UT,2830,128,4.5
VT,691,89,12.9
VA,12241,1362,11.1
WA,20866,2114,10.1
WV,3965,737,18.6
WI,7744,1267,16.4
WY,1167,192,16.5

Table 3.45 Employment - Hispanic Civilians with Disabilities Ages 65 Years and Over Living in the Community for the United States and States: 2021
State,Total,"Employed: Count","Employed: % [1]"
US,1789583,149886,8.4
AL,3091,491,15.9
AK,839,213,25.4
AZ,66493,6271,9.4
AR,2019,235,11.6
CA,445180,33451,7.5
CO,35288,4453,12.6
CT,16277,1200,7.4
DE,1044,*,*
DC,1182,166,14.0
FL,248597,17339,7.0
GA,13596,1909,14.0
HI,2836,705,24.9
ID,4951,213,4.3
IL,44401,3374,7.6
IN,11184,1357,12.1
IA,3482,591,17.0
KS,5569,468,8.4
KY,1750,232,13.3
LA,7635,944,12.4
ME,622,*,*
MD,10254,1231,12.0
MA,31700,1866,5.9
MI,11726,1098,9.4
MN,6872,747,10.9
MS,2608,503,19.3
MO,5583,732,13.1
MT,1149,225,19.6
NE,3179,303,9.5
NV,22584,1897,8.4
NH,613,112,18.3
NJ,57761,3420,5.9
NM,55236,3004,5.4
NY,155075,9342,6.0
NC,15510,1886,12.2
ND,514,*,*
OH,12885,417,3.2
OK,8452,1109,13.1
OR,9974,708,7.1
PA,30404,2412,7.9
RI,4783,525,11.0
SC,5576,939,16.8
SD,1062,33,3.1
TN,5722,932,16.3
TX,368615,39703,10.8
UT,6605,159,2.4
VT,267,32,12.0
VA,13141,792,6.0
WA,16397,1531,9.3
WV,665,*,*
WI,6535,470,7.2
WY,2100,146,7.0

Table 3.46 Employment - Non-Hispanic White Civilians without Disabilities Ages 65 Years and Over Living in the Community for the United States and States: 2021
State,Total,"Employed: Count","Employed: % [1]"
US,27778283,6106692,22.0
AL,412999,78737,19.1
AK,48947,11257,23.0
AZ,705366,128313,18.2
AR,260229,43129,16.6
CA,2147552,497564,23.2
CO,497895,120044,24.1
CT,369676,94248,25.5
DE,111011,20203,18.2
DC,21880,7095,32.4
FL,2241395,416975,18.6
GA,693594,149865,21.6
HI,53920,15326,28.4
ID,183509,35751,19.5
IL,1047714,237212,22.6
IN,640462,142528,22.3
IA,361969,81484,22.5
KS,282282,69633,24.7
KY,413800,84858,20.5
LA,319756,74889,23.4
ME,192755,45983,23.9
MD,446520,119614,26.8
MA,706401,194016,27.5
MI,1031405,183975,17.8
MN,618649,135250,21.9
MS,196874,39719,20.2
MO,596522,136585,22.9
MT,129716,28984,22.3
NE,198642,60260,30.3
NV,229837,44528,19.4
NH,182747,48385,26.5
NJ,756305,201366,26.6
NM,146487,28632,19.5
NY,1594163,384142,24.1
NC,908374,181080,19.9
ND,79089,20898,26.4
OH,1196610,262737,22.0
OK,298624,63513,21.3
OR,459184,92809,20.2
PA,1444551,322854,22.3
RI,117187,29340,25.0
SC,493129,91512,18.6
SD,94686,23904,25.2
TN,628346,137838,21.9
TX,1522380,362912,23.8
UT,238745,50076,21.0
VT,88705,20458,23.1
VA,710028,162390,22.9
WA,683138,135522,19.8
WV,212702,35603,16.7
WI,700286,138023,19.7
WY,61540,14673,23.8

Table 3.47 Employment - Non-Hispanic Black Civilians without Disabilities Ages 65 Years and Over Living in the Community for the United States and States: 2021
State,Total,"Employed: Count","Employed: % [1]"
US,3127747,743560,23.8
AL,102602,19662,19.2
AK,764,269,35.2
