Table 1.1 Resident Population - States: 2018 to 2021
Geography,2018,2019,2020,2021
WY,1556,1577,1.3,311,294,-5.5

Table 12.9 Social Security Disability Insurance - Monthly Number of Applicants: January 2003 to July 2007
Year,Month,Number
2003,Jan,"154,330"
2003,Feb,"136,075"
2003,Mar,"151,124"
2003,Apr,"148,300"
2003,May,"182,215"
2003,Jun,"152,183"
2003,Jul,"141,058"
2003,Aug,"196,952"
2003,Sep,"158,946"
2003,Oct,"196,467"
2003,Nov,"141,761"
2003,Dec,"136,110"
2004,Jan,"175,214"
2004,Feb,"159,553"
2004,Mar,"169,497"
2004,Apr,"215,618"
2004,May,"169,710"
2004,Jun,"154,255"
2004,Jul,"230,059"
2004,Aug,"180,540"
2004,Sep,"165,604"
2004,Oct,"209,734"
2004,Nov,"151,031"
2004,Dec,"156,716"
2005,Jan,"186,874"
2005,Feb,"162,371"
2005,Mar,"201,195"
2005,Apr,"178,396"
2005,May,"184,826"
2005,Jun,"161,937"
2005,Jul,"201,021"
2005,Aug,"171,935"
2005,Sep,"199,640"
2005,Oct,"159,071"
2005,Nov,"145,176"
2005,Dec,"178,224"
2006,Jan,"150,347"
2006,Feb,"161,153"
2006,Mar,"217,471"
2006,Apr,"172,656"
2006,May,"175,897"
2006,Jun,"209,494"
2006,Jul,"161,821"
2006,Aug,"178,619"
2006,Sep,"211,382"
2006,Oct,"163,885"
2006,Nov,"144,573"
2006,Dec,"186,790"
2007,Jan,"146,429"
2007,Feb,"164,973"
2007,Mar,"223,213"
2007,Apr,"176,383"
2007,May,"178,998"
2007,Jun,"214,453"
2007,Jul,"167,620"

Table 12.10 Social Security Disability Insurance - Monthly Number of Applicants: August 2007 to February 2012
Year,Month,Number
2007,Aug,"227,074"
2007,Sep,"174,484"
2007,Oct,"171,361"
2007,Nov,"197,992"
2007,Dec,"147,216"
2008,Jan,"157,837"
2008,Feb,"221,327"
2008,Mar,"184,605"
2008,Apr,"188,185"
2008,May,"218,667"
2008,Jun,"184,344"
2008,Jul,"173,991"
2008,Aug,"235,204"
2008,Sep,"178,930"
2008,Oct,"235,161"
2008,Nov,"173,204"
2008,Dec,"168,941"
2009,Jan,"239,385"
2009,Feb,"212,378"
2009,Mar,"225,790"
2009,Apr,"225,232"
2009,May,"271,231"
2009,Jun,"230,772"
2009,Jul,"277,488"
2009,Aug,"233,807"
2009,Sep,"221,830"
2009,Oct,"278,422"
2009,Nov,"207,089"
2009,Dec,"192,820"
2010,Jan,"257,939"
2010,Feb,"218,654"
2010,Mar,"236,162"
2010,Apr,"289,448"
2010,May,"232,865"
2010,Jun,"225,526"
2010,Jul,"291,964"
2010,Aug,"240,668"
2010,Sep,"232,270"
2010,Oct,"293,682"
2010,Nov,"205,587"
2010,Dec,"211,033"
2011,Jan,"198,421"
2011,Feb,"232,555"
2011,Mar,"289,143"
2011,Apr,"237,358"
2011,May,"235,976"
2011,Jun,"287,287"
2011,Jul,"226,918"
2011,Aug,"234,569"
2011,Sep,"275,981"
2011,Oct,"220,620"
2011,Nov,"193,842"
2011,Dec,"246,250"
2012,Jan,"213,902"
2012,Feb,"220,938"

Table 12.11 Social Security Disability Insurance - Monthly Number of Applicants: March 2012 to September 2016
Year,Month,Number
2012,Mar,"289,906"
2012,Apr,"225,844"
2012,May,"231,671"
2012,Jun,"274,302"
2012,Jul,"214,454"
2012,Aug,"288,795"
2012,Sep,"222,777"
2012,Oct,"216,474"
2012,Nov,"240,796"
2012,Dec,"180,953"
2013,Jan,"192,392"
2013,Feb,"211,418"
2013,Mar,"276,482"
2013,Apr,"216,972"
2013,May,"259,760"
2013,Jun,"214,787"
2013,Jul,"196,952"
2013,Aug,"271,235"
2013,Sep,"206,105"
2013,Oct,"199,340"
2013,Nov,"226,149"
2013,Dec,"168,508"
2014,Jan,"230,401"
2014,Feb,"196,030"
2014,Mar,"211,244"
2014,Apr,"210,051"
2014,May,"248,143"
2014,Jun,"204,304"
2014,Jul,"190,808"
2014,Aug,"255,285"
2014,Sep,"196,003"
2014,Oct,"243,114"
2014,Nov,"171,326"
2014,Dec,"164,750"
2015,Jan,"224,249"
2015,Feb,"182,798"
2015,Mar,"197,784"
2015,Apr,"198,564"
2015,May,"240,028"
2015,Jun,"196,068"
2015,July,"182,900"
2015,Aug,"196,446"
2015,Sep,"235,092"
2015,Oct,"234,316"
2015,Nov,"167,772"
2015,Dec,"163,844"
2016,Jan,"211,118"
2016,Feb,"181,752"
2016,Mar,"185,785"
2016,Apr,"235,612"
2016,May,"187,647"
2016,Jun,"174,750"
2016,Jul,"220,353"
2016,Aug,"186,226"
2016,Sep,"221,215"

Table 12.12 Social Security Disability Insurance - Monthly Number of Applicants: October 2016 to December 2021
year,month,number
2016,Oct,"168,393"
2016,Nov,"155,329"
2016,Dec,"193,403"
2017,Jan,"167,168"
2017,Feb,"170,806"
2017,Mar,"223,991"
2017,Apr,"174,800"
2017,May,"177,522"
2017,Jun,"210,491"
2017,Jul,"164,092"
2017,Aug,"177,801"
2017,Sep,"206,195"
2017,Oct,"167,053"
2017,Nov,"152,064"
2017,Dec,"187,945"
2018,Jan,"156,670"
2018,Feb,"169,070"
2018,Mar,"212,337"
2018,Apr,"172,088"
2018,May,"170,296"
2018,Jun,"207,406"
2018,Jul,"164,037"
2018,Aug,"219,272"
2018,Sep,"165,563"
2018,Oct,"143,689"
2018,Nov,"169,792"
2018,Dec,"123,073"
2019,Jan,"144,192"
2019,Feb,"151,863"
2019,Mar,"204,974"
2019,Apr,"162,129"
2019,May,"165,526"
2019,Jun,"198,984"
2019,Jul,"154,989"
2019,Aug,"208,681"
2019,Sep,"158,185"
2019,Oct,"154,973"
2019,Nov,"178,508"
2019,Dec,"132,178"
2020,Jan,"186,937"
2020,Feb,"165,141"
2020,Mar,"160,182"
2020,Apr,"144,256"
2020,May,"162,831"
2020,Jun,"139,980"
2020,Jul,"171,363"
2020,Aug,"139,920"
2020,Sep,"139,980"
2020,Oct,"176,326"
2020,Nov,"125,559"
2020,Dec,"126,418"
2021,Jan,"160,654"
2021,Feb,"135,139"
2021,Mar,"139,940"
2021,Apr,"170,141"
2021,May,"140,484"
2021,Jun,"134,043"
2021,Jul,"177,470"
2021,Aug,"151,403"
2021,Sep,"144,773"
2021,Oct,"186,026"
2021,Nov,"129,927"
2021,Dec,"150,282"
2022,Jan,"145,416"
2022,Feb,"142,010"
2022,Mar,"146,564"
2022,Apr,"183,987"
2022,May,"145,391"
2022,Jun,"132,029"
2022,Jul,"176,351"
2022,Aug,"146,431"
2022,Sep,"175,107"
2022,Oct,"135,566"
2022,Nov,N/A
2022,Dec,N/A

Table 13.1 Special Education - Students Ages 6 to 21 Served under Individuals with Disabilities Education Act, Part B, as a Percentage of the Population: Fall 2020
State,"Number: Population","Number: Students","% [1]"
US,66562299,6609828,9.9
AL,995089,91312,9.2
AK,154465,17760,11.5
AZ,1489863,136277,9.1
AR,634279,66544,10.5
CA,8119496,711071,8.8
CO,1141690,98705,8.6
CT,727488,78393,10.8
DE,185347,22588,12.2
DC,111846,13766,12.3
FL,3788339,388593,10.3
GA,2269024,213272,9.4
HI,254103,18029,7.1
ID,393087,33164,8.4
IL,2622175,268467,10.2
IN,1444189,168399,11.7
IA,678633,65010,9.6
KS,643901,68488,10.6
KY,909770,95554,10.5
LA,967017,N/A,*
ME,238113,31989,13.4
MD,1205236,100861,8.4
MA,1348417,164975,12.2
MI,2035071,181390,8.9
MN,1155807,132571,11.5
MS,652541,63248,9.7
MO,1247719,115909,9.3
MT,207267,18286,8.8
NE,424722,47861,11.3
NV,591003,58170,9.8
NH,258027,27060,10.5
NJ,1766265,223903,12.7
NM,445171,50311,11.3
NY,3733808,492106,13.2
NC,2103089,183570,8.7
ND,157184,14768,9.4
OH,2378372,251970,10.6
OK,850353,110423,13.0
OR,791107,79782,10.1
PA,2488973,308760,12.4
RI,209484,21865,10.4
SC,1005334,101365,10.1
SD,189183,19879,10.5
TN,1350394,116789,8.6
TX,6470646,575438,8.9
UT,809920,78739,9.7
VT,122395,13793,11.3
VA,1697015,163459,9.6
WA,1445824,137052,9.5
WV,339893,42753,12.6
WI,1192793,112196,9.4
WY,121372,13195,10.9

Table 13.2 Special Education - Students Served under Individuals with Disabilities Education Act, Part B, by Age: Fall 2020
State,"Age: 3 to 5","Age: 6 to 11","Age: 12 to 17","Age: 18 to 21"
US,494888,3205989,3068148,335691
AL,3877,46258,40912,4142
AK,1181,9567,7296,897
AZ,8537,69358,61496,5423
AR,8723,34649,29051,2844
CA,62112,315019,360763,35289
CO,8182,50310,43479,4916
CT,5762,35449,38462,4482
DE,2084,10863,10454,1271
DC,1211,7021,5868,877
FL,20664,188499,176974,23120
GA,9348,98053,103689,11530
HI,1988,8582,8622,825
ID,2372,16962,14873,1329
IL,22904,129128,124043,15296
IN,12390,81011,77873,9515
IA,4285,33353,29062,2595
KS,7795,37029,28662,2797
KY,10225,54701,36992,3861
LA,8382,N/A,N/A,N/A
ME,2493,15846,15144,999
MD,10083,49342,46435,5084
MA,10573,76200,79880,8895
MI,12202,88732,82333,10325
MN,11921,66478,58459,7634
MS,3914,32885,27329,3034
MO,10155,56807,53773,5329
MT,870,9084,8731,471
NE,4189,25347,20583,1931
NV,3830,30023,25951,2196
NH,2139,13215,12807,1038
NJ,13441,104923,108206,10774
NM,3475,23676,24367,2268
NY,40837,243708,224725,23673
NC,10239,86794,86962,9814
ND,1715,7765,6307,696
OH,19007,112373,124817,14780
OK,4796,54212,51180,5031
OR,7258,38675,36966,4141
PA,29953,137321,153893,17546
RI,2084,10547,9913,1405
SC,4950,51038,45804,4523
SD,1884,11201,7796,882
TN,8308,59800,51255,5734
TX,29913,295348,250897,29193
UT,7151,41147,34453,3139
VT,1361,6603,6560,630
VA,10584,76136,78090,9233
WA,10150,68543,61578,6931
WV,3093,21481,19158,2114
WI,8152,57527,49872,4797
WY,2146,7400,5353,442

Table 13.3a Special Education - Students Ages 6 to 21 Served under Individuals with Disabilities Education Act, Part B, by Select Diagnostic Categories: Fall 2020
State,"All Disabilities","SLD [1]","S/LI [2]","ID [3]"
US,6609828,2276389,1165937,403396
AL,91312,36527,16502,6889
AK,17760,6736,2791,583
AZ,136277,54630,21059,7362
AR,66544,19549,16949,8112
CA,711071,289142,119201,38805
CO,98705,41677,13747,2384
CT,78393,28839,9175,2708
DE,22588,9914,2133,1458
DC,13766,4514,1463,727
FL,388593,155463,85444,24343
GA,213272,77701,26060,16123
HI,18029,7620,698,1295
ID,33164,7175,6976,2172
IL,268467,97003,38926,13980
IN,168399,52920,32782,12408
IA,65010,N/A,N/A,N/A
KS,68488,25415,10180,3200
KY,95554,17954,22610,13526
LA,N/A,N/A,N/A,N/A
ME,31989,9186,5324,929
MD,100861,29361,13080,6058
MA,164975,41332,22103,7224
MI,181390,54739,44522,15201
MN,132571,35342,20060,7006
MS,63248,17358,13701,3856
MO,115909,30451,23283,8544
MT,18286,5673,3064,548
NE,47861,15581,9732,2695
NV,58170,26446,8170,2135
NH,27060,8948,3051,814
NJ,223903,71161,50459,5422
NM,50311,24439,7622,2320
NY,492106,161997,139893,12302
NC,183570,67950,23953,15453
ND,14768,4513,2193,729
OH,251970,95834,29409,18532
OK,110423,37494,12248,6247
OR,79782,23345,17237,3896
PA,308760,120675,43737,19093
RI,21865,7365,2876,872
SC,101365,40962,16086,5858
SD,19879,7152,3875,1862
TN,116789,33601,26407,8536
TX,575438,190804,103409,60588
UT,78739,34115,18025,3282
VT,13793,4053,1023,614
VA,163459,54127,20569,8740
WA,137052,45760,19637,4773
WV,42753,15263,8677,6409
WI,112196,24424,22142,6301
WY,13195,4159,3674,482

Table 13.3b Special Education - Students Ages 6 to 21 Served under Individuals with Disabilities Education Act, Part B, by Select Diagnostic Categories: Fall 2020
State,"All Disabilities","ED [1]","MD [2]","HI [3]"
US,6609828,343913,122596,64426
AL,91312,1303,1269,867
AK,17760,725,625,151
AZ,136277,7547,1980,1271
AR,66544,1080,1396,411
CA,711071,24370,6839,10243
CO,98705,5390,4518,1194
CT,78393,5636,2720,459
DE,22588,1164,N/A,239
DC,13766,728,1551,29
FL,388593,12875,N/A,3949
GA,213272,9731,N/A,1679
HI,18029,907,626,216
ID,33164,1404,720,300
IL,268467,17797,2727,2770
IN,168399,12236,1842,2294
IA,65010,N/A,N/A,N/A
KS,68488,2377,3588,491
KY,95554,4489,1806,643
LA,N/A,N/A,N/A,N/A
ME,31989,2444,2724,125
MD,100861,5615,7113,744
MA,164975,17230,2068,1061
MI,181390,10702,2314,2117
MN,132571,16848,1551,2187
MS,63248,3005,1354,632
MO,115909,7056,1300,1043
MT,18286,857,3989,74
NE,47861,2881,406,759
NV,58170,2077,1187,504
NH,27060,1937,375,172
NJ,223903,6760,13131,1394
NM,50311,1821,725,476
NY,492106,20857,13613,4074
NC,183570,4976,2694,1444
ND,14768,1290,N/A,123
OH,251970,14768,11723,1823
OK,110423,3877,1624,1485
OR,79782,5425,N/A,883
PA,308760,26081,3074,2668
RI,21865,1546,419,138
SC,101365,2098,1474,904
SD,19879,1182,588,135
TN,116789,3272,1884,1049
TX,575438,37375,7163,6435
UT,78739,1776,1368,416
VT,13793,2317,215,60
VA,163459,9463,2837,1174
WA,137052,5510,3089,1046
WV,42753,956,N/A,397
WI,112196,11575,N/A,1560
WY,13195,577,387,118

Table 13.3c Special Education - Students Ages 6 to 21 Served under Individuals with Disabilities Education Act, Part B, by Select Diagnostic Categories: Fall 2020
State,"All Disabilities","OI [1]","OHI [2]","VI [3]"
US,6609828,30151,1072195,23599
AL,91312,487,13620,497
AK,17760,53,2676,43
AZ,136277,499,15264,467
AR,66544,178,12751,233
CA,711071,7062,105464,2610
CO,98705,312,12885,269
CT,78393,34,16260,120
DE,22588,163,3194,64
DC,13766,22,2336,23
FL,388593,2097,49056,1281
GA,213272,686,35354,718
HI,18029,49,3092,47
ID,33164,86,7807,101
IL,268467,766,38873,921
IN,168399,1295,27383,911
IA,65010,N/A,N/A,N/A
KS,68488,179,7923,178
KY,95554,344,15907,513
LA,N/A,N/A,N/A,N/A
ME,31989,51,7365,47
MD,100861,113,18828,259
MA,164975,757,24831,571
MI,181390,1129,27094,672
MN,132571,1509,19920,445
MS,63248,300,12057,276
MO,115909,371,26206,435
MT,18286,37,2132,50
NE,47861,182,6906,186
NV,58170,285,6421,114
NH,27060,42,5135,90
NJ,223903,301,50247,365
NM,50311,183,5044,183
NY,492106,1574,84491,1285
NC,183570,531,33575,557
ND,14768,51,2417,48
OH,251970,1203,48996,858
OK,110423,351,19476,680
OR,79782,598,14822,315
PA,308760,696,53663,1063
RI,21865,42,4054,41
SC,101365,353,16087,394
SD,19879,65,3048,53
TN,116789,474,19468,474
TX,575438,2768,82611,3159
UT,78739,152,8745,216
VT,13793,33,2583,21
VA,163459,490,35797,537
WA,137052,372,27593,425
WV,42753,90,7477,295
WI,112196,675,23185,444
WY,13195,61,2076,45

Table 13.3d Special Education - Students Ages 6 to 21 Served under Individuals with Disabilities Education Act, Part B, by Select Diagnostic Categories: Fall 2020
State,"All Disabilities","A [1]","DB [2]","TBI [3]","DD [4]"
US,6609828,761552,1588,24157,254919
AL,91312,8651,12,247,4441
AK,17760,1606,7,27,1737
AZ,136277,15284,125,264,10525
AR,66544,5708,5,172,N/A
CA,711071,105935,71,1329,N/A
CO,98705,8848,31,428,7022
CT,78393,10428,10,81,1923
DE,22588,2326,35,67,1831
DC,13766,1374,1,25,973
FL,388593,46301,93,453,7238
GA,213272,23749,31,381,21059
HI,18029,1862,5,53,1559
ID,33164,3628,10,112,2673
IL,268467,26948,30,531,27195
IN,168399,16199,25,403,7701
IA,65010,N/A,N/A,N/A,N/A
KS,68488,4777,18,123,10039
KY,95554,8265,9,186,9302
LA,N/A,N/A,N/A,N/A,N/A
ME,31989,3578,17,43,156
MD,100861,12849,8,207,6626
MA,164975,22412,164,9426,15796
MI,181390,19967,30,388,2515
MN,132571,20397,115,415,6776
MS,63248,5354,7,141,5207
MO,115909,13654,23,355,3188
MT,18286,1017,7,54,784
NE,47861,4470,11,166,3886
NV,58170,8472,9,187,2163
NH,27060,2965,13,90,3428
NJ,223903,23905,21,402,335
NM,50311,3727,6,178,3587
NY,492106,51218,16,786,N/A
NC,183570,21423,33,843,10138
ND,14768,1504,5,49,1846
OH,251970,27042,72,1431,279
OK,110423,7706,24,238,18973
OR,79782,10570,25,298,2368
PA,308760,37179,57,604,170
RI,21865,2453,5,50,2004
SC,101365,9859,24,184,7082
SD,19879,1557,4,47,311
TN,116789,12495,16,287,8826
TX,575438,79806,267,1053,N/A
UT,78739,7014,19,198,3413
VT,13793,1121,4,29,1720
VA,163459,23027,22,368,6308
WA,137052,16308,19,321,12199
WV,42753,2888,22,90,189
WI,112196,12765,5,286,8834
WY,13195,961,0,61,594

Table 13.4 Special Education - Educational Environment &ndash; Students Ages 6 to 21 Served under Individuals with Disabilities Education Act, Part B, that Spent 40 Percent or More Time Inside Regular Class: Fall 2020
State,"Number: All Environments","Number: Regular Class [1]","% [2]"
US,6609828,5455055,82.5
AL,91312,82269,90.1
AK,17760,15472,87.1
AZ,136277,113329,83.2
AR,66544,56980,85.6
CA,711071,556774,78.3
CO,98705,91103,92.3
CT,78393,66465,84.8
DE,22588,18034,79.8
DC,13766,10320,75.0
FL,388593,322120,82.9
GA,213272,172406,80.8
HI,18029,14891,82.6
ID,33164,29464,88.8
IL,268467,212211,79.0
IN,168399,145018,86.1
IA,65010,58849,90.5
KS,68488,61591,89.9
KY,95554,85125,89.1
LA,N/A,N/A,N/A
ME,31989,27262,85.2
MD,100861,80898,80.2
MA,164975,130454,79.1
MI,181390,150777,83.1
MN,132571,111392,84.0
MS,63248,54145,85.6
MO,115909,99853,86.1
MT,18286,16062,87.8
NE,47861,42271,88.3
NV,58170,48879,84.0
NH,27060,23916,88.4
NJ,223903,164674,73.5
NM,50311,41332,82.2
NY,492106,342954,69.7
NC,183570,157317,85.7
ND,14768,13299,90.1
OH,251970,199694,79.3
OK,110423,102026,92.4
OR,79782,70103,87.9
PA,308760,263046,85.2
RI,21865,17930,82.0
SC,101365,83756,82.6
SD,19879,18169,91.4
TN,116789,100522,86.1
TX,575438,488580,84.9
UT,78739,69968,88.9
VT,13793,12166,88.2
VA,163459,141664,86.7
WA,137052,118192,86.2
WV,42753,38923,91.0
WI,112196,100171,89.3
WY,13195,12239,92.8

Table 13.5 Education - People Ages 25 and Over with Less Than a High School Education, by Disability Status: 2021
State,"Less than High School Education (%): Disability","Less than High School Education (%): No Disability","Gap (% pts) [1]"
US,17.5,9.0,8.5
AL,19.8,9.4,10.4
AK,11.0,6.3,4.7
AZ,15.7,9.9,5.8
AR,17.9,9.4,8.5
CA,23.1,14.1,9.0
CO,11.7,6.6,5.1
CT,17.9,7.2,10.7
DE,14.4,7.5,6.9
DC,14.0,6.1,7.9
FL,16.0,8.7,7.3
GA,18.9,9.1,9.8
HI,12.7,6.2,6.5
ID,13.5,7.7,5.8
IL,15.9,8.3,7.6
IN,16.3,7.6,8.7
IA,12.1,5.2,6.9
KS,11.5,6.9,4.6
KY,21.3,8.9,12.4
LA,22.0,10.4,11.6
ME,11.7,4.3,7.4
MD,15.9,7.6,8.3
MA,18.9,7.2,11.7
MI,15.2,6.6,8.6
MN,12.2,4.7,7.5
MS,21.1,10.4,10.7
MO,16.1,6.3,9.8
MT,10.1,4.3,5.8
NE,12.7,6.9,5.8
NV,17.2,11.9,5.3
NH,11.1,4.5,6.6
NJ,17.3,7.6,9.7
NM,19.5,10.4,9.1
NY,21.3,10.0,11.3
NC,17.8,8.5,9.3
ND,11.8,4.6,7.2
OH,15.4,6.4,9.0
OK,15.8,9.3,6.5
OR,12.3,7.2,5.1
PA,15.1,6.4,8.7
RI,20.2,8.9,11.3
SC,18.3,8.4,9.9
SD,12.9,5.0,7.9
TN,19.2,7.8,11.4
TX,20.6,13.3,7.3
UT,11.1,6.1,5.0
VT,13.1,3.8,9.3
VA,16.7,7.0,9.7
WA,12.3,6.6,5.7
WV,19.8,8.3,11.5
WI,11.5,5.4,6.1
WY,9.1,5.5,3.6

Table 13.6 Education - People Ages 25 and Over with Only a High School Education, by Disability Status: 2021
State,"High School or General Equivalency Diploma (%): Disability","High School or General Equivalency Diploma (%): No Disability","Gap (% pts) [1]"
US,33.2,24.6,8.6
AL,36.4,29.8,6.6
AK,29.8,27.0,2.8
AZ,27.1,22.5,4.6
AR,41.3,31.9,9.4
CA,24.9,19.9,5.0
CO,27.2,18.6,8.6
CT,34.2,23.8,10.4
DE,34.0,27.0,7.0
DC,26.7,11.9,14.8
FL,32.1,26.5,5.6
GA,32.4,25.4,7.0
HI,32.0,24.6,7.4
ID,31.9,24.2,7.7
IL,34.1,23.2,10.9
IN,40.8,30.9,9.9
IA,39.8,28.3,11.5
KS,35.8,23.6,12.2
KY,38.4,30.7,7.7
LA,35.5,31.7,3.8
ME,39.7,27.2,12.5
MD,31.9,22.6,9.3
MA,30.7,20.9,9.8
MI,36.2,26.7,9.5
MN,32.4,21.0,11.4
MS,33.5,28.3,5.2
MO,38.7,28.4,10.3
MT,32.9,24.3,8.6
NE,33.6,22.5,11.1
NV,30.5,26.6,3.9
NH,35.5,24.7,10.8
NJ,35.8,23.3,12.5
NM,29.7,24.5,5.2
NY,31.6,22.7,8.9
NC,32.3,23.3,9.0
ND,29.9,24.7,5.2
OH,41.6,30.6,11.0
OK,37.1,29.1,8.0
OR,27.5,20.5,7.0
PA,43.1,30.7,12.4
RI,35.2,25.9,9.3
SC,34.5,26.9,7.6
SD,35.0,26.3,8.7
TN,37.7,29.4,8.3
TX,29.4,23.4,6.0
UT,29.4,21.7,7.7
VT,32.4,24.5,7.9
VA,31.8,22.2,9.6
WA,28.9,20.1,8.8
WV,47.0,35.9,11.1
WI,39.0,28.1,10.9
WY,31.5,25.5,6.0

Table 13.7 Education - People Ages 25 and Over with a 4-year College Degree, by Disability Status: 2021
State,"College Diploma (%): Disability","College Diploma (%): No Disability","Gap (% pts) [1]"
US,12.3,23.3,-11.0
AL,9.4,19.2,-9.8
AK,13.9,22.3,-8.4
AZ,12.8,21.4,-8.6
AR,9.5,17.7,-8.2
CA,13.8,23.7,-9.9
CO,16.8,29.7,-12.9
CT,14.2,25.0,-10.8
DE,13.0,21.6,-8.6
DC,14.4,27.6,-13.2
FL,13.8,22.2,-8.4
GA,12.1,23.0,-10.9
HI,15.4,24.1,-8.7
ID,13.5,22.1,-8.6
IL,12.4,24.1,-11.7
IN,9.0,20.9,-11.9
IA,11.1,22.6,-11.5
KS,12.8,25.1,-12.3
KY,8.4,18.8,-10.4
LA,10.1,18.9,-8.8
ME,12.1,25.2,-13.1
MD,14.4,23.9,-9.5
MA,15.0,27.3,-12.3
MI,10.2,21.3,-11.1
MN,14.5,27.6,-13.1
MS,10.9,17.2,-6.3
MO,10.4,21.9,-11.5
MT,13.2,25.2,-12.0
NE,11.6,24.5,-12.9
NV,12.6,19.1,-6.5
NH,15.9,26.9,-11.0
NJ,14.8,27.7,-12.9
NM,10.4,17.6,-7.2
NY,12.9,24.0,-11.1
NC,11.9,24.1,-12.2
ND,11.1,24.7,-13.6
OH,9.8,21.1,-11.3
OK,10.8,21.4,-10.6
OR,13.9,24.5,-10.6
PA,10.9,23.0,-12.1
RI,11.5,22.9,-11.4
SC,11.1,21.5,-10.4
SD,12.9,22.6,-9.7
TN,10.0,21.7,-11.7
TX,12.5,23.2,-10.7
UT,14.9,25.4,-10.5
VT,15.5,26.8,-11.3
VA,14.0,25.5,-11.5
WA,14.6,26.0,-11.4
WV,7.3,16.0,-8.7
WI,12.4,23.6,-11.2
WY,10.4,20.4,-10.0

Table 13.8 Education - People Ages 25 and Over with More Than a 4-year College Degree, by Disability Status: 2021
State,"Greater than College Education (%): Disability","Greater than College Education (%): No Disability","Gap (% pts) [1]"
US,7.8,15.1,-7.3
AL,6.1,12.1,-6.0
AK,6.6,13.1,-6.5
AZ,8.5,13.6,-5.1
AR,4.7,10.9,-6.2
CA,8.3,15.2,-6.9
CO,11.7,17.9,-6.2
CT,10.0,20.5,-10.5
DE,8.8,16.3,-7.5
DC,18.4,41.2,-22.8
FL,8.8,13.6,-4.8
GA,8.1,15.1,-7.0
HI,10.6,13.9,-3.3
ID,6.2,11.8,-5.6
IL,7.9,16.6,-8.7
IN,6.1,11.7,-5.6
IA,5.7,10.4,-4.7
KS,7.6,14.7,-7.1
KY,5.2,13.1,-7.9
LA,6.1,10.8,-4.7
ME,8.8,14.7,-5.9
MD,11.6,21.7,-10.1
MA,10.2,23.3,-13.1
MI,6.9,13.6,-6.7
MN,8.6,14.3,-5.7
MS,5.1,10.8,-5.7
MO,5.9,14.0,-8.1
MT,9.8,13.5,-3.7
NE,7.3,13.6,-6.3
NV,7.1,10.4,-3.3
NH,9.4,16.4,-7.0
NJ,9.1,19.2,-10.1
NM,9.0,15.8,-6.8
NY,10.0,19.4,-9.4
NC,7.0,14.8,-7.8
ND,6.9,10.1,-3.2
OH,5.4,13.3,-7.9
OK,5.6,11.1,-5.5
OR,8.7,15.5,-6.8
PA,7.1,15.5,-8.4
RI,8.5,17.1,-8.6
SC,6.6,13.3,-6.7
SD,6.6,11.3,-4.7
TN,6.2,12.8,-6.6
TX,7.1,13.0,-5.9
UT,8.5,13.1,-4.6
VT,11.2,20.4,-9.2
VA,9.9,20.1,-10.2
WA,8.6,16.6,-8.0
WV,4.6,12.0,-7.4
WI,7.0,11.4,-4.4
WY,7.9,11.6,-3.7

Table 14.1 Vocational Rehabilitation - Number of Participants Served, Number of Cases Closed with and without Employment by State Agency: 2016
State,"Agency Type","Number served","Number Closed: Without Employment","Number Closed: With Employment"
US,-,"328,181","141,620","186,570"
AL,Combined,"6,812","2,205","4,607"
AK,Combined,"1,012",467,554
AZ,Combined,"3,513","2,037","1,476"
AR,Blind,451,147,304
AR,General,"3,361",949,"2,412"
CA,Combined,"23,327","9,806","13,521"
CO,Combined,"4,060","1,515","2,545"
CT,Blind,151,46,105
CT,General,"2,754","1,171","1,583"
DE,Blind,40,10,30
DE,General,"1,931",727,"1,204"
DC,Combined,"1,518",895,623
FL,Blind,"1,451",638,813
FL,General,"13,345","7,898","5,447"
GA,Combined,"6,239","2,183","4,056"
HI,Combined,845,404,441
ID,Blind,109,25,84
ID,General,"3,896","1,643","2,253"
IL,Combined,"11,297","5,600","5,697"
IN,Combined,"6,820","3,066","3,754"
IA,Blind,85,17,68
IA,General,"4,227","2,003","2,224"
KS,Combined,"2,428","1,294","1,134"
KY,Blind,337,88,249
KY,General,"10,181","5,031","5,150"
LA,Combined,"4,670","2,388","2,282"
ME,Blind,163,51,112
ME,General,"2,501","1,335","1,166"
MD,Combined,"4,222","1,657","2,565"
MA,Blind,320,54,266
MA,General,"7,148","3,224","3,924"
MI,Blind,329,191,138
MI,General,"11,440","4,619","6,821"
MN,Blind,250,110,140
MN,General,"5,196","2,081","3,115"
MS,Combined,"6,458","2,246","4,212"
MO,Blind,327,54,273
MO,General,"8,600","3,430","5,170"
MT,Combined,"1,598",976,622
NE,Blind,143,76,67
NE,General,"2,974",948,"2,026"
NV,Combined,"1,800",903,897
NH,Combined,"1,774",730,"1,044"
NJ,Blind,342,131,211
NJ,General,"6,211","2,408","3,803"
NM,Blind,52,30,22
NM,General,"2,231","1,391",840
NY,Blind,767,204,563
NY,General,"19,594","8,322","11,272"
NC,Blind,509,139,370
NC,General,"11,348","5,221","6,127"
ND,Combined,772,235,537
OH,Combined,"13,246","6,603","6,643"
OK,Combined,"3,947","1,822","2,125"
OR,Blind,114,54,60
OR,General,"4,583","1,608","2,975"
PA,Combined,"15,034","6,596","8,438"
RI,Combined,"1,053",405,648
SC,Blind,318,213,105
SC,General,"11,390","4,584","6,806"
